id,sentence,class
1090,"3.5 Any notice or other communication of any kind whatsoever to be given under this Agreement shall be in writing and shall be delivered by hand, email or by fax to the parties at: EBidd.com, Inc. Suite 980 1500 West Georgia Street Vancouver, BC Canada V6G 2Z6 Attention: Ray Mathews Fax: (604) 806 0223 Laurier Limited Suite E, Regal House Gibraltar Attention: A. Barcio Fax: Oll 350 78800 or to such other addresses as may be given in writing by the parties hereto in the manner provided for in this paragraph.",1
1091,3.6 This Agreement may not be assigned by any party hereto without the prior written consent of all of the parties hereto.,1
1092,"3.7 This Agreement shall be governed by the laws of Washington State applicable therein, and the parties hereby attorn to thejurisdiction of the Courts of Washington State.",1
1093,3.8 This Agreement may be signed by fax and in counterpart.,1
1094,IN WITNESS WHEREOF the parties have hereunto set their hands and seals effective as of the Effective Date first above written.,0
1095,"SIGNED, SEALED AND DELIVERED BY EBIDD.COM, INC. per: Name of Signatory: Title of Signatory: 83 DELIVERED BY LAURIER LMTED per: SIGNED, SEALED AND Name of Signatory: Title of Signatory: Appendix A Technology Auction Software For Buyers Easy registration, password lookup, and a members area that features auction tracking, purchase history, email options, custom searches, and contact info update.",0
1096,"For Sellers Online auction and store managers linked together, featuring one step item entry, image upload, auction relisting, auction saving, sales and bidding history, editing, multiple item upload, and many more time saving tools.",0
1097,Each seller has a home page on the auction site created in the online manager.,0
1098,For Site Owners You can run any auction site without ever leaving your browser.,0
1099,"Complete accounting, seller management, an online file manager, newsletters and much more.",0
1100,Automated processes that run in the 84 background take care of updating your site on a regular basis.,0
1101,Site Manager o The Site Manager is an online tool for the administrator of an auction site.,0
1102,"The Site Manager is very complete, and allows an entire auction site to be managed from a browser if you wish.",0
1103,o The Setup Checklist and Instruction will guide you through the areas of the site which need to be configured by you.,0
1104,o The Site Setup section controls all of the options that you will use to configure your site.,0
1105,"Set the colors used in making pages, your fees and percentages, and add and remove features in this section.",0
1106,"o The Accounting section is the place to view sales reports, issue credits, log seller payments, send bills, and more o Send newsletters to your bidders and sellers.",0
1107,o Resources to get helpful tools and information to maintain your website.,0
1108,Q & A available in the Site Owners Forum.,0
1109,o Includes the File Manager is a browser based FTP program.,0
1110,In the File Manager you can make quick changes or setup your site completely.,0
1111,"You may view, edit, delete, rename and upload new files, and also navigate through all of the directories of your site.",0
1112,"85 Appendix B Ad Serving Management Software Cache Busting Technology Our Ad Serving Code utilizes JavaScript, which allows the administrative site to dynamically write to clients HTML pages, giving the ads a new ""cache number"" each time a page is loaded.",0
1113,This technology will void any image caching the end user may be using and can effectively increase ad inventory of the client's site.,0
1114,Integration The Ad Serving Software has been coded with integration in mind.,0
1115,Our software can be integrated into other banner exchanges.,0
1116,"This is an integral feature, as ad auctioning rivals get a great deal of their sales (and ad inventory) from banner exchange sites.",0
1117,"Instead of a client inserting the typical image and link code onto their site, the client will place our scripts, creating ""two layers"" of banner exchanging.",0
1118,This ability will allow us to easily audit statistics and keep track of how the site is showing the buyer's banners.,0
1119,"This will also allow us to compare statistics with the seller's site and make sure there aren't any discrepancies, ultimately creating a very strong and fair way of reporting ad campaign statistics.",0
1120,"Advanced Tracking, Fraud Busting and Statistics The Ad Serving Software keeps a wide range of important statistics.",0
1121,"This will ensure that the banners are not being requested en mass from the same IP number (same person), that the times and dates of banner requests from IP numbers are appropriate.",0
1122,The software makes it increasingly difficult to engineer a site to get more clickthroughs or exposures than they deserve.,0
1123,"[LOGO] [LOGO] INTEGRATED DNA SEQUENOM TECHNOLOGIES, INC. INDUSTRIAL GENOMICS High Throughput Oligonucleotide Manufacturing and Supply and MassARRAY(TM) Analytical System Purchase Agreement By and between Sequenom, Inc. 11555 Sorrento Valley Road, San Diego, CA 921211331 Hereinafter referred to as Sequenom and Integrated DNA Technologies, Inc. 1710 Commercial Park, Coralville, IA 52241 Hereinafter referred to as IDT Table of Contents Recitals................................................................ 2 Definitions............................................................. 2 Article 1 Oligonucleotide Supply Period and Deposit.................... 6 Article 2 Synthesizer Assembly and Platform Development Plan........... 6 Article 3 Assigned Systems Development Plan............................ 7 Article 4 Oligonucleotide Manufacturing and Supply Administration...... 9 Article 5 Pricing, Ordering and Invoicing.............................. 10 Article 6 Intellectual Property........................................ 12 Article 7 Representations & Warranties................................. 14 Article 8 Qualifications Collaboration................................. 16 Article 9 Confidential Information..................................... 16 Article 10 Term and Termination......................................... 18 Article 11 Notices...................................................... 20 Article 12 General...................................................... 21 Appendix A.............................................................. A1 Appendix B.............................................................. B1 Appendix C.............................................................. C1 Appendix D.............................................................. D1 CONFIDENTIAL 1 CONFIDENTIAL RECITALS WHEREAS, Sequenom has developed its MassARRAY(TM) technology platform, including the MassARRAY(TM) Analytical System, for high definition nucleic acid and biopolymer analysis; and WHEREAS, Sequenom and its customers have a need for large volumes of high quality oligonucleotides for use with the MassARRAY(TM) technology platform and Sequenom desires to secure for itself and its customers a dedicated capacity for oligonucleotide production and a primary and preferred status for the supply of oligonucleotides; and WHEREAS, Sequenom wishes IDT to manufacture oligonucleotides for Sequenom and to sell oligonucleotides to Sequenom, and in certain instances to deliver oligonucleotides directly to Sequenom customers; and WHEREAS, IDT is a recognized leader in highvolume oligonucleotide synthesis, and has developed the ""High Throughput [...***...] System"" a customized, qualitycontrolled, highthroughput oligonucleotide synthesis platform; and WHEREAS, IDT desires to improve the quality and increase the throughput of its highthroughput oligonucleotide synthesis platform by combining IDT's High Throughput [...***...] System with Sequenom's MassARRAY(TM) Analytical System; and WHEREAS, IDT and Sequenom wish to collaborate on the design and production of oligonucleotides using IDT's High Throughput [...***...] System together with the MassARRAY(TM) Analytical System; NOW THEREFORE, Sequenom and IDT agree to the following: DEFINITIONS For purposes of this High Throughput Oligonucleotide Manufacturing and Supply and MassARRAY(TM) Analytical System Purchase Agreement, the following words, phrases, or terms shall have the meanings as herein defined: 0.1 ""Affiliate shall mean with respect to either Party, a person or entity, including without limiting the generality of the foregoing, organizations, corporations, partnerships and joint ventures, that directly or indirectly through one or more intermediaries, controls, is controlled by or is under common control with such person or entity.",0
